Time,DeploymentMode,UavIndex,UavCellId,BestDonorCellId,BestDonorDistanceM,XhaulConnected,XhaulChannelVariationDb,XhaulRsrpDbm,XhaulState,XhaulDegradationActive,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,UavSwitchingXappAvailable,UavSwitchingXappState,BackhaulMode,RicControlState,ActiveUavRic,NormalUeHandoverAllowed,E2TxDelaySec,E2SendIntervalSec,LmQueryIntervalSec,UavMode,recent_dl_pdr,recent_dl_delay_ms,recent_dl_throughput_mbps,recent_ul_pdr,recent_ul_delay_ms,recent_ul_throughput_mbps,ResultDir,SeedGroup,ScenarioKind
12.5,tn-uav,2,7,2,765.017,1,1.04915,-58.0655,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
14.5,tn-uav,0,5,1,1451.84,1,3.02157,-61.658,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
14.5,tn-uav,1,6,4,629.258,1,-3.75201,-61.1698,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
14.5,tn-uav,2,7,2,765.017,1,-2.04708,-61.1617,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
16.5,tn-uav,0,5,1,1451.84,1,-1.35744,-66.037,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
16.5,tn-uav,1,6,4,629.258,1,-2.66666,-60.0844,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
16.5,tn-uav,2,7,1,1205.83,1,3.43702,-59.6299,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
18.5,tn-uav,0,5,1,1451.84,1,1.51246,-63.1671,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.04,12.1,7.843019999999999e-05,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
18.5,tn-uav,1,6,4,629.258,1,-0.297647,-57.7154,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.04,12.1,7.843019999999999e-05,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
18.5,tn-uav,2,7,2,765.017,1,0.972659,-58.142,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.04,12.1,7.843019999999999e-05,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
20.5,tn-uav,0,5,1,1451.84,1,-1.23503,-65.9146,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.36,9037.1,0.0007058720000000001,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
20.5,tn-uav,1,6,4,629.258,1,-4.72636,-62.1441,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.36,9037.1,0.0007058720000000001,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
20.5,tn-uav,2,7,2,765.017,1,0.0675034,-59.0471,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.36,9037.1,0.0007058720000000001,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
22.5,tn-uav,0,5,3,1623.51,1,3.91691,-61.7334,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.56,1475.6,0.001098022,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
22.5,tn-uav,1,6,4,629.258,1,-2.96853,-60.3863,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.56,1475.6,0.001098022,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
22.5,tn-uav,2,7,2,765.017,1,1.01141,-58.1032,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.56,1475.6,0.001098022,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
24.5,tn-uav,0,5,4,3577.79,1,3.31157,-69.2019,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
24.5,tn-uav,1,6,4,629.258,1,1.30617,-56.1116,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
24.5,tn-uav,2,7,1,1205.83,1,5.00557,-58.0613,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
26.5,tn-uav,0,5,1,1451.84,1,0.6374,-64.0422,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
26.5,tn-uav,1,6,4,629.258,1,-2.69739,-60.1152,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
26.5,tn-uav,2,7,2,765.017,1,-4.21776,-63.3324,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
28.5,tn-uav,0,5,1,1451.84,1,1.53709,-63.1425,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
28.5,tn-uav,1,6,4,629.258,1,-1.58626,-59.004,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
28.5,tn-uav,2,7,2,765.017,1,-1.33302,-60.4476,HEALTHY,0,0,-999.0,-999.0,0,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
30.5,tn-uav,0,5,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.04,15.4571,7.843019999999999e-05,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
30.5,tn-uav,1,6,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.04,15.4571,7.843019999999999e-05,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
30.5,tn-uav,2,7,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.04,15.4571,7.843019999999999e-05,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
32.5,tn-uav,0,5,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
32.5,tn-uav,1,6,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
32.5,tn-uav,2,7,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
34.5,tn-uav,0,5,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.8,114.882,0.0015686040000000001,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
34.5,tn-uav,1,6,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.8,114.882,0.0015686040000000001,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
34.5,tn-uav,2,7,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.8,114.882,0.0015686040000000001,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
36.5,tn-uav,0,5,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
36.5,tn-uav,1,6,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
36.5,tn-uav,2,7,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
38.5,tn-uav,0,5,0,-1.0,0,0.0,-1000000000.0,UNREACHABLE,0,1,-999.0,-999.0,0,1,ACTIVE,NO_BACKHAUL_AVAILABLE,NEAR_RT_RIC_SWITCHING_NO_SATELLITE_BACKHAUL,TN_NEAR_RT_RIC,0,0.1,2,2,AUTONOMOUS_LOCAL_ISLAND,0.0,0.0,0.0,0.0,0.0,0.0,tn-uav_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_donor-unavailable-no-sat-seed1,seed1,no_satellite
